genre,gross,rate,runtime,title,vote,yr
"Animation, Drama, Family",None,8.0,111 min,Mimi wo sumaseba,38185,1995
"Comedy, Drama",$12.41M,7.1,114 min,People Like Us,38695,2012
"Animation, Adventure, Drama",$11.27M,7.1,78 min,Balto,35023,1995
"Comedy, Western",None,7.5,116 min,My Name Is Nobody,20190,1973
"Crime, Thriller",None,7.5,112 min,Get Carter,25091,1971
"Drama, Romance",$2.38M,8.1,103 min,"Spring, Summer, Fall, Winter... and Spring",69546,2003
"Biography, Drama, Sport",$6.00M,7.2,116 min,Chasing Mavericks,28341,2012
"Drama, War",None,7.5,119 min,Cross of Iron,22811,1977
"Adventure, Crime, Drama",$5.02M,7.4,121 min,The Three Burials of Melquiades Estrada,36356,2005
"Adventure, Comedy, Drama",$1.12M,7.0,114 min,Hector and the Search for Happiness,40212,2014
"Horror, Mystery",None,7.3,96 min,Ringu,56661,1998
"Crime, Drama, Mystery",$0.55M,7.8,129 min,Mother,35024,2009
"Adventure, Drama, Thriller",None,8.1,131 min,The Wages of Fear,46102,1953
Drama,None,7.3,89 min,Speak,22905,2004
"Comedy, Drama",$2.02M,7.8,129 min,Night on Earth,47874,1991
"Biography, Comedy, Drama",$1.13M,7.4,117 min,24 Hour Party People,29594,2002
"Biography, Drama, Music",$0.87M,7.7,122 min,Control,56373,2007
Drama,$9.18M,7.6,111 min,You Can Count on Me,25451,2000
"Comedy, Drama, Fantasy",$0.11M,7.4,142 min,Arizona Dream,37650,1993
"Action, Western",$0.03M,7.3,91 min,Django,21296,1966
"Comedy, Drama, Fantasy",$0.32M,7.3,88 min,Wristcutters: A Love Story,50299,2006
"Biography, Drama, Romance",$4.44M,7.1,116 min,The Railway Man,33472,2013
"Action, Biography, Drama",$24.63M,7.7,104 min,Fearless,67778,2006
"Comedy, Drama, Family",$2.65M,7.9,96 min,Miracle on 34th Street,34852,1947
"Crime, Drama, Thriller",$24.36M,7.2,117 min,Arlington Road,75202,1999
"Animation, Fantasy",$0.92M,7.5,80 min,La tortue rouge,22359,2016
"Drama, Fantasy, Music",$2.00M,7.8,98 min,The Double Life of Véronique,34571,1991
"Biography, Drama",$6.39M,7.5,105 min,Gods and Monsters,26821,1998
Drama,$9.42M,7.7,104 min,The Visitor,39680,2007
"Adventure, Comedy, Family",$76.66M,7.6,95 min,The Muppet Movie,28461,1979
"Comedy, Drama, Romance",$3.49M,7.0,118 min,Happy-Go-Lucky,35222,2008
"Adventure, Comedy",$1.08M,7.1,114 min,The 100 Year-Old Man Who Climbed Out the Window and Disappeared,33880,2013
"Action, Crime, Drama",$3.31M,7.5,116 min,Ghost Dog: The Way of the Samurai,77677,1999
"Comedy, Drama",None,7.9,123 min,Amarcord,34197,1973
"Crime, Drama",$0.60M,7.3,90 min,Mean Creek,28710,2004
"Comedy, Crime, Drama",$0.96M,7.7,112 min,The Long Goodbye,21478,1973
"Comedy, Drama",$7.18M,7.6,88 min,Women on the Verge of a Nervous Breakdown,29759,1988
Drama,$0.08M,7.4,139 min,Manderlay,20446,2005
"Action, Crime, Drama",$23.53M,7.0,114 min,Traitor,52356,2008
"Adventure, Romance, War",None,7.0,116 min,Two Mules for Sister Sara,20241,1970
"Animation, Adventure, Comedy",None,7.3,90 min,The Brave Little Toaster,21717,1987
"Biography, Drama, Sport",$36.45M,7.0,124 min,Million Dollar Arm,40060,2014
"Animation, Adventure, Comedy",$0.99M,7.4,85 min,Yellow Submarine,21788,1968
"Animation, Drama, Family",$0.77M,7.7,103 min,Omoide no Mânî,22589,2014
"Comedy, Musical, Romance",None,7.1,103 min,Funny Face,22665,1957
"Comedy, Drama",$4.68M,7.0,98 min,Igby Goes Down,30521,2002
"Action, Drama, Romance",None,7.4,107 min,The Chinese Connection,21572,1972
"Drama, Film-Noir, Mystery",None,8.1,88 min,Laura,36991,1944
"Crime, Thriller",$2.88M,7.3,89 min,Shallow Grave,51245,1994
"Biography, Drama",$2.72M,7.4,110 min,The Good Lie,24288,2014
Comedy,None,7.0,97 min,Qu'est-ce qu'on a fait au Bon Dieu?,31826,2014
"Drama, Romance",None,7.2,103 min,Now Is Good,30576,2012
"Action, Comedy, Crime",None,7.6,101 min,Police Story,23077,1985
"Animation, Adventure, Comedy",None,7.8,94 min,Porco Rosso,58398,1992
"Action, Crime, Drama",$0.90M,8.2,160 min,Haider,44166,2014
"Animation, Action, Adventure",$5.62M,7.9,76 min,Batman: Mask of the Phantasm,36438,1993
"Comedy, Fantasy",$0.09M,7.1,114 min,Le tout nouveau testament,24164,2015
"Comedy, Drama, Music",$1.97M,7.1,95 min,Coffee and Cigarettes,53380,2003
"Comedy, Drama, Romance",$1.46M,7.7,92 min,Three Colors: White,52968,1994
"Action, Biography, Drama",$35.11M,7.0,120 min,Dragon: The Bruce Lee Story,24558,1993
"Drama, Mystery, Romance",$12.99M,7.1,101 min,The Quiet American,25572,2002
"Comedy, Drama, Romance",$3.95M,7.0,97 min,Charlie Bartlett,59871,2007
"Comedy, Mystery",None,7.1,99 min,The Trouble with Harry,29054,1955
"Adventure, Drama, History",$5.73M,7.5,110 min,Gallipoli,33094,1981
"Comedy, Music, Musical",$13.78M,7.7,87 min,A Hard Day's Night,35620,1964
"Crime, Drama",$5.21M,7.5,106 min,Bad Education,50067,2004
"Crime, Drama, Thriller",None,7.4,119 min,...and justice for all.,26649,1979
"Comedy, Drama, Romance",$2.28M,7.2,99 min,Adam,31803,2009
"Drama, History, Musical",$24.48M,7.3,108 min,Jesus Christ Superstar,22374,1973
"Drama, Mystery, Thriller",$0.11M,8.1,119 min,Darbareye Elly,35520,2009
"Action, Adventure, Romance",None,7.8,133 min,Red River,24440,1948
Drama,$2.34M,7.4,118 min,No,20918,2012
"Comedy, Drama",$18.25M,8.0,104 min,Crimes and Misdemeanors,48678,1989
"Biography, Drama, Thriller",$11.09M,7.2,133 min,Michael Collins,26854,1996
"Crime, Drama, Horror",None,7.2,86 min,11:14,41107,2003
Drama,None,8.1,91 min,Cries &amp; Whispers,24393,1972
"Drama, Romance",None,7.5,96 min,I Killed My Mother,23504,2009
"Drama, Romance, Sport",$3.96M,7.3,120 min,Peaceful Warrior,23905,2006
"Crime, Drama, Mystery",$0.34M,8.3,132 min,Talvar,23216,2015
Drama,$4.89M,7.8,114 min,The Magdalene Sisters,24200,2002
"Action, Crime, Thriller",None,7.9,128 min,Hard Boiled,42415,1992
"Animation, Biography, Drama",$4.44M,8.1,96 min,Persepolis,79520,2007
"Action, Adventure, Comedy",None,8.2,67 min,The General,68096,1926
Drama,$1.44M,7.4,95 min,"Two Days, One Night",39911,2014
"Drama, Music",$3.64M,7.9,97 min,The Chorus,50576,2004
"Biography, Crime, Drama",$33.23M,7.0,110 min,Breach,54958,2007
"Comedy, Drama",$0.38M,7.0,106 min,Hesher,47592,2010
"Comedy, Drama, Fantasy",None,7.2,92 min,If Only,29394,2004
"Drama, Thriller",$0.14M,7.7,120 min,The Experiment,85576,2001
"Drama, War",$0.06M,8.1,121 min,The Battle of Algiers,45859,1966
"Animation, Adventure, Comedy",None,7.3,75 min,Neko no ongaeshi,37433,2002
"Comedy, Musical, Romance",$12.00M,7.2,91 min,Gentlemen Prefer Blondes,26906,1953
Drama,$13.42M,8.0,136 min,Secrets &amp; Lies,32582,1996
"Biography, Crime, Drama",None,8.0,134 min,In Cold Blood,21464,1967
"Biography, Drama, History",None,8.2,128 min,Inherit the Wind,23593,1960
"Mystery, Thriller",None,7.9,96 min,The Lady Vanishes,40996,1938
"Action, Adventure, Comedy",$1.78M,7.0,96 min,Son of Rambow,29075,2007
"Animation, Adventure, Family",$0.69M,7.7,75 min,The Secret of Kells,27208,2009
"Comedy, Romance",$12.29M,7.1,92 min,Miss Pettigrew Lives for a Day,24468,2008
Drama,$1.41M,7.1,112 min,99 Homes,25383,2014
"Comedy, Drama, War",None,8.0,120 min,Stalag 17,46937,1953
"Drama, History, War",$6.42M,7.4,106 min,Little Boy,20435,2015
"Comedy, Drama, Music",$9.98M,7.8,160 min,Nashville,20295,1975
"Action, Crime, Drama",None,7.1,99 min,The Big Boss,21203,1971
"Comedy, Drama, Music",$0.30M,7.5,97 min,SLC Punk!,23996,1998
"Comedy, Drama, Music",None,7.3,106 min,La famille Bélier,20768,2014
"Crime, Drama, Thriller",$8.11M,7.4,97 min,Dirty Pretty Things,37858,2002
"Drama, Romance",$0.06M,7.2,101 min,Heartbeats,23289,2010
"Comedy, Romance",$12.00M,7.2,105 min,The Seven Year Itch,29709,1955
"Mystery, Thriller",$1.04M,8.2,122 min,Kahaani,49384,2012
"Comedy, Drama, Music",$3.03M,7.8,95 min,Hedwig and the Angry Inch,28770,2001
"Adventure, Biography, Drama",$6.17M,7.5,94 min,Rabbit-Proof Fence,25405,2002
"Fantasy, Romance",None,7.1,106 min,In Your Eyes,27949,2014
"Comedy, Crime, Romance",$0.35M,8.1,127 min,"Crna macka, beli macor",45713,1998
"Animation, Drama, Family",$1.00M,7.5,91 min,From Up on Poppy Hill,24802,2011
"Comedy, Drama, Romance",None,8.1,123 min,My Sassy Girl,41190,2001
"Biography, Drama",$24.72M,7.0,129 min,Gorillas in the Mist,21448,1988
"Action, Drama, History",$6.56M,7.2,158 min,Bajirao Mastani,26656,2015
"Action, Drama, Sport",$6.20M,7.1,170 min,Sultan,31632,2016
Drama,$3.25M,7.6,112 min,The Sweet Hereafter,29367,1997
"Biography, Drama, History",$13.56M,7.1,192 min,Nixon,26351,1995
"Comedy, Crime, Drama",$0.12M,7.2,105 min,God Bless America,64920,2011
Horror,None,7.9,100 min,The Innocents,22602,1961
Drama,$15.54M,7.8,105 min,In America,38536,2002
"Drama, Music, Romance",$10.90M,8.3,134 min,The Red Shoes,23540,1948
"Action, Thriller",None,8.2,172 min,Mersal,20288,2017
"Drama, Music, Romance",$5.22M,8.1,171 min,Farewell My Concubine,20990,1993
"Drama, Music, Mystery",$9.47M,7.7,130 min,The Red Violin,29182,1998
"Biography, Drama",$6.78M,7.2,107 min,Conviction,38835,2010
Drama,None,8.1,108 min,La Strada,51637,1954
"Animation, Adventure, Comedy",$46.46M,7.1,97 min,Arthur Christmas,42690,2011
"Comedy, Drama",$2.44M,7.6,89 min,Stranger Than Paradise,29627,1984
"Crime, Drama, Mystery",$0.00M,7.2,108 min,Nothing But the Truth,33475,2008
"Drama, Music",$1.54M,8.1,130 min,Departures,43415,2008
"Crime, Drama, History",$0.08M,8.2,127 min,Z,20525,1969
"Action, Thriller",None,8.1,159 min,Baby,46069,2015
"Biography, Drama, History",$21.21M,7.5,118 min,Amazing Grace,22508,2006
"Action, Crime, Drama",None,7.8,148 min,Udta Punjab,21332,2016
"Crime, Drama, Romance",None,7.7,110 min,Pierrot le Fou,23933,1965
"Comedy, Crime, Drama",$1.44M,7.8,107 min,Down by Law,41843,1986
"Animation, Adventure, Comedy",$19.38M,7.4,85 min,Shaun the Sheep Movie,31124,2015
"Drama, Thriller",$17.38M,7.3,122 min,Murder in the First,24095,1995
"Action, Drama, Fantasy",$20.19M,8.4,167 min,Baahubali 2: The Conclusion,60140,2017
"Crime, Drama, Romance",None,7.7,99 min,Fallen Angels,20051,1995
"Biography, Drama, History",$8.32M,7.1,141 min,Mandela: Long Walk to Freedom,24326,2013
"Animation, Comedy, Family",$60.66M,7.2,75 min,Fantasia 2000,31184,1999
"Comedy, Drama, Fantasy",None,8.0,104 min,Harvey,48713,1950
"Drama, Romance",None,8.1,86 min,Brief Encounter,30451,1945
"Drama, Romance, Thriller",$5.01M,7.2,127 min,Broken Embraces,34797,2009
"Comedy, Mystery",$12.37M,7.5,102 min,A Shot in the Dark,22481,1964
"Drama, Romance",None,8.0,121 min,Head-On,45828,2004
"Drama, Fantasy",$1.96M,7.8,119 min,Dreams,20809,1990
"Crime, Drama, Mystery",$0.76M,7.2,103 min,The Salton Sea,28160,2002
"Crime, Drama, Mystery",$10.46M,7.2,105 min,Narc,36227,2002
"Biography, Drama, Romance",$4.22M,7.3,133 min,Before Night Falls,22347,2000
"Biography, Drama, Music",$9.91M,7.5,121 min,Immortal Beloved,21118,1994
"Comedy, Drama, Fantasy",$4.66M,7.3,105 min,The Science of Sleep,64983,2006
"Action, Comedy, Drama",$8.18M,8.0,163 min,Bajrangi Bhaijaan,59773,2015
"Biography, Drama",$7.27M,7.5,109 min,Searching for Bobby Fischer,26418,1993
"Comedy, Drama",$6.61M,7.2,113 min,The Savages,33844,2007
"Action, Adventure, Western",$0.13M,7.3,130 min,Joheunnom nabbeunnom isanghannom,29791,2008
"Comedy, Drama, Sport",$10.18M,7.2,106 min,Win Win,51102,2011
"Action, Crime, Drama",$0.10M,8.1,115 min,Elite Squad: The Enemy Within,73338,2010
"Adventure, Comedy, Drama",$9.02M,7.4,103 min,Transamerica,38515,2005
Drama,$1.54M,7.4,103 min,Live Flesh,25246,1997
"Drama, Romance",None,7.9,105 min,Jules and Jim,32057,1962
"Comedy, Drama, Romance",$51.25M,7.2,133 min,Broadcast News,23878,1987
"Drama, War",$4.54M,8.0,104 min,Au Revoir les Enfants,27290,1987
"Animation, Action, Crime",$1.00M,7.9,115 min,Cowboy Bebop: The Movie,37422,2001
"Drama, History",None,8.1,129 min,Tasogare Seibei,20024,2002
"Comedy, Drama, Family",$1.67M,7.9,134 min,English Vinglish,28816,2012
"Comedy, Sci-Fi",None,7.6,125 min,Arif v 216,22137,2018
"Drama, War",$0.14M,7.0,101 min,Tigerland,35674,2000
"Crime, Drama, Mystery",$38.02M,7.0,107 min,Dead Again,23731,1991
Drama,$4.57M,7.6,110 min,Away from Her,20209,2006
"Biography, Drama, History",$11.24M,7.0,117 min,Bobby,39673,2006
"Drama, Mystery",None,7.9,143 min,L'Avventura,21833,1960
Drama,$0.68M,8.1,141 min,Nobody Knows,20154,2004
"Horror, Mystery, Thriller",None,7.5,125 min,Tesis,31731,1996
"Comedy, Drama",$3.08M,8.1,155 min,Zindagi Na Milegi Dobara,55543,2011
"Comedy, Drama",$1.71M,7.5,106 min,Everything Is Illuminated,54096,2005
"Comedy, Drama",None,8.0,127 min,C.R.A.Z.Y.,29638,2005
"Comedy, Drama, Fantasy",$0.20M,7.1,91 min,Angel-A,29225,2005
"Drama, Romance",$8.24M,7.0,101 min,The Cooler,30274,2003
"Comedy, Crime",$33.83M,7.3,103 min,The Pink Panther Strikes Again,24765,1976
"Crime, Drama, Thriller",$13.45M,7.0,110 min,The Grifters,22883,1990
Drama,$0.02M,7.8,113 min,Evil,32918,2003
"Comedy, Family, Romance",None,8.0,102 min,Bringing Up Baby,49621,1938
"Drama, History",None,8.1,130 min,Airlift,45689,2016
"Crime, Drama, Film-Noir",$0.01M,7.7,87 min,The Lady from Shanghai,22389,1947
"Comedy, Drama, Mystery",$0.35M,7.4,105 min,Dans la maison,26376,2012
Comedy,$2.92M,7.6,84 min,Waiting for Guffman,24381,1996
"Drama, Fantasy",None,8.2,95 min,The Exterminating Angel,23689,1962
"Drama, Fantasy, Romance",$0.30M,8.0,93 min,Beauty and the Beast,21554,1946
"Crime, Drama, Mystery",$2.71M,7.3,140 min,Talaash,34652,2012
"Drama, Musical, Romance",$3.50M,7.6,185 min,Devdas,32854,2002
"Comedy, Fantasy, Romance",$10.63M,7.7,82 min,The Purple Rose of Cairo,41712,1985
"Comedy, Drama",$2.68M,7.0,106 min,Junebug,20397,2005
"Action, Crime, Drama",None,7.0,123 min,San ging chaat goo si,22148,2004
"Comedy, Crime",None,7.8,91 min,The Ladykillers,23351,1955
"Biography, Drama",$8.60M,7.0,122 min,Pollock,25105,2000
"Comedy, Crime, Musical",$3.08M,7.1,111 min,8 femmes,26286,2002
"Comedy, Crime, Drama",$3.33M,7.1,89 min,Robot &amp; Frank,57874,2012
Drama,None,8.0,85 min,Vivre Sa Vie,22416,1962
"Biography, Comedy, Crime",$1.17M,7.1,125 min,Find Me Guilty,30479,2006
"Action, Crime, Drama",None,7.9,111 min,The Killer,42081,1989
"Comedy, Drama, Romance",$2.80M,8.1,151 min,Barfi!,65922,2012
Drama,$1.19M,7.9,113 min,"4 Months, 3 Weeks and 2 Days",50578,2007
"Adventure, Comedy, Drama",None,8.1,90 min,Sullivan's Travels,20946,1941
"Comedy, Drama, Romance",$2.08M,7.0,99 min,The Wackness,28708,2008
"Biography, Comedy, Drama",$21.85M,7.7,108 min,Il Postino,29603,1994
"Action, Drama",None,7.7,130 min,Madras Cafe,20028,2013
Drama,$4.02M,8.0,165 min,My Name Is Khan,87163,2010
"Drama, Romance",None,7.5,93 min,Keith,33412,2008
"Comedy, Musical, War",None,8.0,68 min,Duck Soup,51010,1933
"Crime, Drama, Thriller",$1.22M,7.9,114 min,Nine Queens,44397,2000
"Biography, Comedy, Drama",$6.00M,7.5,101 min,American Splendor,44802,2003
Comedy,$24.79M,7.3,91 min,Waking Ned Devine,23240,1998
"Comedy, Drama, Romance",$0.01M,8.1,144 min,Dev.D,24923,2009
"Drama, Musical, Romance",$2.90M,7.5,210 min,Kabhi Khushi Kabhie Gham...,37908,2001
"Animation, Action, Adventure",$0.15M,7.7,103 min,Vampire Hunter D: Bloodlust,25842,2000
"Comedy, Crime, Drama",$0.37M,7.6,110 min,Mystery Train,21845,1989
"Animation, Comedy, Drama",$7.00M,7.8,78 min,The Triplets of Belleville,46616,2003
"Animation, Action, Drama",None,8.3,90 min,Neon Genesis Evangelion: The End of Evangelion,24264,1997
"Crime, Drama, War",$5.48M,7.6,98 min,The Counterfeiters,40197,2007
"Comedy, Family, Romance",$0.38M,7.6,90 min,Little Manhattan,20719,2005
"Drama, War",$21.75M,7.8,124 min,The Caine Mutiny,22008,1954
"Comedy, Crime, Mystery",$41.83M,7.1,113 min,The Return of the Pink Panther,22037,1975
"Drama, Film-Noir",$9.46M,8.0,101 min,The Lost Weekend,29333,1945
"Drama, War",None,8.1,84 min,Ivan's Childhood,24606,1962
"Comedy, Sci-Fi",None,7.1,83 min,Frequently Asked Questions About Time Travel,29583,2009
"Adventure, Comedy, Drama",None,7.7,116 min,Interstate 60: Episodes of the Road,26551,2002
"Drama, War",$0.17M,8.1,113 min,La Grande Illusion,30130,1937
Drama,None,8.2,136 min,Pink,29369,2016
"Comedy, Drama, Romance",$1.50M,7.6,90 min,Beautiful Thing,20764,1996
"Comedy, Romance",$1.48M,7.1,106 min,Bienvenue chez les Ch'tis,35334,2008
"Comedy, Crime, Drama",$0.00M,7.8,94 min,Adam's Apples,40542,2005
"Comedy, Crime, Mystery",None,8.1,91 min,The Thin Man,23326,1934
"Crime, Drama",$0.52M,7.0,100 min,A Guide to Recognizing Your Saints,23590,2006
"Comedy, Drama, Romance",None,8.0,126 min,You Can't Take It with You,20355,1938
Comedy,$10.57M,7.4,96 min,Deconstructing Harry,39031,1997
"Animation, Biography, Drama",$2.28M,8.0,90 min,Waltz with Bashir,51074,2008
"Comedy, Fantasy",$0.70M,7.0,107 min,Les visiteurs,28331,1993
"Comedy, Crime, Romance",None,7.6,123 min,How to Steal a Million,21207,1966
"Comedy, Drama, Mystery",$1.69M,7.0,106 min,Suicide Kings,24079,1997
"Comedy, Music",$17.51M,7.3,91 min,A Mighty Wind,23895,2003
Drama,$0.04M,7.2,87 min,The Woodsman,29837,2004
"Action, Biography, Crime",$0.55M,7.6,113 min,Mesrine Part 1: Killer Instinct,29395,2008
"Action, Crime, Drama",None,8.2,114 min,White Heat,23630,1949
"Comedy, Drama",$7.50M,7.3,134 min,Barney's Version,22606,2010
"Comedy, Drama",$1.43M,8.3,146 min,Queen,52486,2013
"Action, Drama, Thriller",None,7.1,139 min,Kaabil,21369,2017
"Comedy, Drama",$8.35M,7.4,112 min,Smoke,30548,1995
"Comedy, Crime",$13.38M,7.5,98 min,Bullets Over Broadway,32446,1994
"Drama, Family, Musical",$2.92M,7.9,192 min,Veer-Zaara,43116,2004
"Crime, Drama",$6.52M,7.5,101 min,Maria Full of Grace,32304,2004
"Drama, Romance",$0.40M,7.6,106 min,My Life Without Me,22737,2003
"Comedy, Drama, Family",$27.28M,7.7,85 min,The Muppet Christmas Carol,40095,1992
Comedy,$4.07M,7.7,80 min,Le Dîner de Cons,33329,1998
"Biography, Drama, Sport",$0.45M,7.6,98 min,The Damned United,37014,2009
"Comedy, Drama, Romance",$1.79M,8.0,186 min,Kal Ho Naa Ho,55240,2003
"Drama, History, War",$0.77M,7.7,107 min,Bloody Sunday,21574,2002
"Crime, Drama, Mystery",None,8.4,143 min,High and Low,22490,1963
"Comedy, Drama, Romance",$3.90M,7.3,122 min,L'auberge espagnole,37013,2002
"Biography, Drama",$2.98M,7.0,88 min,Miss Potter,25966,2006
"Comedy, Crime, Drama",$0.28M,8.3,142 min,Dom za vesanje,21382,1988
"Comedy, Drama",None,8.1,110 min,The Rules of the Game,23390,1939
"Animation, Adventure, Family",None,7.7,102 min,Rupan sansei: Kariosutoro no shiro,20297,1979
"Comedy, Romance",$1.50M,7.0,106 min,Priceless,28450,2006
"Drama, Film-Noir, Mystery",None,8.0,94 min,In a Lonely Place,21172,1950
"Drama, Mystery",$9.18M,7.1,103 min,Get Low,20516,2009
Drama,$1.07M,7.5,99 min,What Maisie Knew,24667,2012
"Comedy, Drama, Musical",$3.83M,7.0,160 min,Yeh Jawaani Hai Deewani,32123,2013
"Comedy, War",None,7.8,85 min,Love and Death,31813,1975
"Action, Crime, Comedy",$0.00M,8.0,87 min,Knockin' on Heaven's Door,23826,1997
"Drama, Film-Noir",$3.97M,8.2,111 min,Ace in the Hole,23225,1951
"Animation, Action, Comedy",$0.08M,7.5,114 min,Summer Wars,21310,2009
"Crime, Drama, Romance",$0.77M,7.1,97 min,Heaven,21840,2002
Drama,$0.41M,7.8,120 min,After the Wedding,28688,2006
Comedy,None,7.1,82 min,Bananas,30987,1971
"Comedy, Sci-Fi",None,7.3,89 min,Sleeper,36852,1973
"Drama, War",None,7.8,97 min,Lifeboat,23357,1944
"Crime, Drama, Mystery",$3.19M,7.1,89 min,The Limey,26889,1999
"Comedy, Drama, Musical",None,8.2,181 min,Dilwale Dulhania Le Jayenge,55300,1995
"Thriller, War",None,7.2,109 min,Saboteur,20257,1942
"Comedy, Drama, Musical",$2.10M,7.7,177 min,Something Something Happens,41159,1998
"Crime, Drama, Romance",$0.24M,8.1,88 min,3-Iron,43680,2004
"Drama, Music, Musical",$0.99M,7.7,159 min,Rockstar,32851,2011
Drama,$0.11M,7.6,102 min,Boy A,35261,2007
"Crime, Thriller",$0.06M,8.2,118 min,Rififi,21889,1955
Drama,$0.16M,7.2,119 min,A Love Song for Bobby Long,23591,2004
Comedy,$11.80M,7.8,79 min,Zelig,36116,1983
"Animation, Action, Comedy",$2.55M,7.2,85 min,Dragon Ball Z: Doragon bôru Z - Kami to Kami,22616,2013
"Comedy, Drama, Music",$2.07M,7.2,167 min,Rab Ne Bana Di Jodi,38640,2008
"Drama, History, Music",$1.05M,7.8,116 min,Joyeux Noel,24671,2005
"Comedy, Drama, Romance",$0.20M,8.1,99 min,The Shop Around the Corner,23295,1940
"Action, Comedy, Crime",$1.53M,7.6,103 min,Delhi Belly,23293,2011
Drama,$0.15M,7.0,110 min,Welcome to the Rileys,21708,2010
"Animation, Drama, Sci-Fi",$1.04M,7.6,100 min,Ghost in the Shell 2: Innocence,32628,2004
"Comedy, Crime",$0.38M,7.1,93 min,Swimming with Sharks,20585,1994
Comedy,$14.79M,7.6,88 min,Radio Days,27858,1987
Drama,$1.38M,7.4,87 min,The Kid with a Bike,23980,2011
Drama,$0.74M,7.8,122 min,The Edge of Heaven,28329,2007
"Action, Crime, Drama",$11.91M,7.1,111 min,The Protector,32727,2005
"Comedy, Music, Musical",None,8.0,96 min,A Night at the Opera,27802,1935
"Animation, Action, Adventure",None,7.9,94 min,Ninja Scroll,30331,1993
"Drama, Family, Sport",$1.11M,8.2,153 min,Chak de! India,63326,2007
"Crime, Drama",$3.75M,7.7,125 min,Vera Drake,21907,2004
"Comedy, Drama, Romance",$0.41M,7.9,138 min,Jab We Met,40021,2007
"Comedy, Romance",None,7.7,85 min,"Play It Again, Sam",22302,1972
"Comedy, Drama, Romance",$13.88M,7.4,114 min,Monsoon Wedding,21615,2001
Drama,$0.34M,7.1,108 min,The United States of Leland,21529,2003
"Comedy, Drama, Music",$4.20M,7.3,95 min,Sweet and Lowdown,29997,1999
"Comedy, Mystery",$11.29M,7.4,104 min,Manhattan Murder Mystery,32701,1993
"Comedy, Drama",$0.21M,7.1,154 min,Les petits mouchoirs,21058,2010
Drama,$1.22M,8.3,189 min,Swades,71398,2004
"Animation, Drama",$2.23M,7.5,80 min,L'illusionniste,31070,2010
"Comedy, Drama",$3.21M,7.3,129 min,Another Year,25704,2010
"Crime, Drama",$2.91M,7.3,94 min,Tsotsi,26390,2005
"Action, Crime, Thriller",$3.68M,7.1,148 min,Don 2,44891,2011
"Comedy, Crime, Drama",$0.47M,7.2,97 min,JCVD,35641,2008
"Comedy, Drama, Romance",$10.56M,7.6,108 min,Husbands and Wives,24284,1992
"Drama, Thriller",None,7.8,106 min,Kokuhaku,30974,2010
Drama,$5.60M,8.0,113 min,Central Station,31659,1998
"Biography, Drama, Sport",$1.63M,8.2,186 min,Bhaag Milkha Bhaag,51991,2013
"Comedy, Drama",$0.27M,7.3,99 min,Soul Kitchen,32967,2009
"Comedy, Drama",$3.89M,7.3,91 min,Me and You and Everyone We Know,33089,2005
"Comedy, Drama, Romance",$0.30M,8.2,183 min,Dil Chahta Hai,58552,2001
"Biography, Crime, Drama",$0.68M,7.6,120 min,Sophie Scholl: The Final Days,24432,2005
"Comedy, Drama, Fantasy",$0.92M,8.2,125 min,OMG,40868,2012
"Drama, Music, Musical",None,7.0,132 min,Aashiqui 2,23727,2013
"Drama, War",$1.06M,8.0,98 min,No Man's Land,41095,2001
"Drama, Romance",None,7.7,163 min,Dil Se..,23578,1998
"Comedy, Crime",None,7.3,85 min,Take the Money and Run,25415,1969
"Comedy, Crime",None,8.1,106 min,Kind Hearts and Coronets,30993,1949
"Comedy, Crime, Drama",$0.24M,7.7,105 min,Kontroll,22228,2003
"Action, Drama, Thriller",$1.36M,7.2,142 min,Fan,37185,2016
"Biography, Drama, Sport",$1.78M,7.7,184 min,M.S. Dhoni: The Untold Story,26479,2016
Drama,$0.73M,8.2,122 min,Black,29820,2005
"Action, Sci-Fi",$4.37M,7.1,174 min,Enthiran,21580,2010
"Comedy, Romance",None,8.1,72 min,The Circus,21962,1928
"Crime, Drama, Romance",$2.10M,7.2,168 min,Destroyed in Love,27619,2006
Comedy,None,7.6,88 min,And Now for Something Completely Different,26626,1971
Drama,$0.01M,8.2,134 min,Udaan,37472,2010
"Crime, Drama, Thriller",$0.45M,7.2,114 min,Brother,20193,2000
"Drama, Romance",$1.34M,7.8,105 min,Dear Frankie,20058,2004
"Biography, Crime, Drama",$0.70M,7.0,95 min,The Assassination of Richard Nixon,24376,2004
"Comedy, Crime, Drama",$3.43M,7.7,99 min,The Barbarian Invasions,26531,2003
"Action, Drama, History",$3.44M,7.6,213 min,Jodhaa Akbar,25427,2008
"Musical, Drama, Romance",None,7.1,216 min,Love Stories,23696,2000
"Adventure, Comedy, Sci-Fi",None,8.0,127 min,G.O.R.A.,46708,2004
"Action, Crime, Thriller",$0.80M,7.2,171 min,Don,30596,2006
"Action, Comedy, Drama",$1.72M,7.0,179 min,"Trust Me, I'm Here",28004,2004
"Comedy, Drama, Musical",None,8.2,156 min,Munna Bhai M.B.B.S.,61085,2003
"Crime, Drama, Mystery",None,7.5,140 min,Av Mevsimi,25446,2010
"Comedy, Drama",None,7.6,123 min,Piku,23026,2015
"Action, Adventure, Comedy",None,8.2,162 min,Sholay,44496,1975
"Action, Drama, War",$1.11M,8.1,140 min,Tae Guk Gi: The Brotherhood of War,34958,2004
Comedy,$10.60M,7.5,84 min,Broadway Danny Rose,21151,1984
