genre,gross,rate,runtime,title,vote,yr,titleClean,cleanTitleSpot
"Action, Crime, Drama",$0.10M,8.1,115 min,Elite Squad: The Enemy Within,73338,2010,Elite Squad: The Enemy Within,Elite Squad The Enemy Within
"Adventure, Comedy, Drama",$9.02M,7.4,103 min,Transamerica,38515,2005,Transamerica,Transamerica
Drama,$1.54M,7.4,103 min,Live Flesh,25246,1997,Live Flesh,Live Flesh
"Drama, Romance",None,7.9,105 min,Jules and Jim,32057,1962,Jules and Jim,Jules and Jim
"Comedy, Drama, Romance",$51.25M,7.2,133 min,Broadcast News,23878,1987,Broadcast News,Broadcast News
"Drama, War",$4.54M,8.0,104 min,Au Revoir les Enfants,27290,1987,Au Revoir les Enfants,Au Revoir les Enfants
"Animation, Action, Crime",$1.00M,7.9,115 min,Cowboy Bebop: The Movie,37422,2001,Cowboy Bebop: The Movie,Cowboy Bebop The Movie
"Drama, History",None,8.1,129 min,Tasogare Seibei,20024,2002,Tasogare Seibei,Tasogare Seibei
"Comedy, Drama, Family",$1.67M,7.9,134 min,English Vinglish,28816,2012,English Vinglish,English Vinglish
"Comedy, Sci-Fi",None,7.6,125 min,Arif v 216,22137,2018,Arif v 216,Arif v 216
"Drama, War",$0.14M,7.0,101 min,Tigerland,35674,2000,Tigerland,Tigerland
"Crime, Drama, Mystery",$38.02M,7.0,107 min,Dead Again,23731,1991,Dead Again,Dead Again
Drama,$4.57M,7.6,110 min,Away from Her,20209,2006,Away from Her,Away from Her
"Biography, Drama, History",$11.24M,7.0,117 min,Bobby,39673,2006,Bobby,Bobby
"Drama, Mystery",None,7.9,143 min,L'Avventura,21833,1960,L'Avventura,LAvventura
Drama,$0.68M,8.1,141 min,Nobody Knows,20154,2004,Nobody Knows,Nobody Knows
"Horror, Mystery, Thriller",None,7.5,125 min,Tesis,31731,1996,Tesis,Tesis
"Comedy, Drama",$3.08M,8.1,155 min,Zindagi Na Milegi Dobara,55543,2011,Zindagi Na Milegi Dobara,Zindagi Na Milegi Dobara
"Comedy, Drama",$1.71M,7.5,106 min,Everything Is Illuminated,54096,2005,Everything Is Illuminated,Everything Is Illuminated
"Comedy, Drama",None,8.0,127 min,C.R.A.Z.Y.,29638,2005,C.R.A.Z.Y.,CRAZY
"Comedy, Drama, Fantasy",$0.20M,7.1,91 min,Angel-A,29225,2005,Angel-A,AngelA
"Drama, Romance",$8.24M,7.0,101 min,The Cooler,30274,2003,The Cooler,The Cooler
"Comedy, Crime",$33.83M,7.3,103 min,The Pink Panther Strikes Again,24765,1976,The Pink Panther Strikes Again,The Pink Panther Strikes Again
"Crime, Drama, Thriller",$13.45M,7.0,110 min,The Grifters,22883,1990,The Grifters,The Grifters
Drama,$0.02M,7.8,113 min,Evil,32918,2003,Evil,Evil
"Comedy, Family, Romance",None,8.0,102 min,Bringing Up Baby,49621,1938,Bringing Up Baby,Bringing Up Baby
"Drama, History",None,8.1,130 min,Airlift,45689,2016,Airlift,Airlift
"Crime, Drama, Film-Noir",$0.01M,7.7,87 min,The Lady from Shanghai,22389,1947,The Lady from Shanghai,The Lady from Shanghai
"Comedy, Drama, Mystery",$0.35M,7.4,105 min,Dans la maison,26376,2012,Dans la maison,Dans la maison
Comedy,$2.92M,7.6,84 min,Waiting for Guffman,24381,1996,Waiting for Guffman,Waiting for Guffman
"Drama, Fantasy",None,8.2,95 min,The Exterminating Angel,23689,1962,The Exterminating Angel,The Exterminating Angel
"Drama, Fantasy, Romance",$0.30M,8.0,93 min,Beauty and the Beast,21554,1946,Beauty and the Beast,Beauty and the Beast
"Crime, Drama, Mystery",$2.71M,7.3,140 min,Talaash,34652,2012,Talaash,Talaash
"Drama, Musical, Romance",$3.50M,7.6,185 min,Devdas,32854,2002,Devdas,Devdas
"Comedy, Fantasy, Romance",$10.63M,7.7,82 min,The Purple Rose of Cairo,41712,1985,The Purple Rose of Cairo,The Purple Rose of Cairo
"Comedy, Drama",$2.68M,7.0,106 min,Junebug,20397,2005,Junebug,Junebug
"Action, Crime, Drama",None,7.0,123 min,San ging chaat goo si,22148,2004,San ging chaat goo si,San ging chaat goo si
"Comedy, Crime",None,7.8,91 min,The Ladykillers,23351,1955,The Ladykillers,The Ladykillers
"Biography, Drama",$8.60M,7.0,122 min,Pollock,25105,2000,Pollock,Pollock
"Comedy, Crime, Musical",$3.08M,7.1,111 min,8 femmes,26286,2002,8 femmes,8 femmes
"Comedy, Crime, Drama",$3.33M,7.1,89 min,Robot &amp; Frank,57874,2012,Robot and Frank,Robot and Frank
Drama,None,8.0,85 min,Vivre Sa Vie,22416,1962,Vivre Sa Vie,Vivre Sa Vie
"Biography, Comedy, Crime",$1.17M,7.1,125 min,Find Me Guilty,30479,2006,Find Me Guilty,Find Me Guilty
"Action, Crime, Drama",None,7.9,111 min,The Killer,42081,1989,The Killer,The Killer
"Comedy, Drama, Romance",$2.80M,8.1,151 min,Barfi!,65922,2012,Barfi!,Barfi
Drama,$1.19M,7.9,113 min,"4 Months, 3 Weeks and 2 Days",50578,2007,"4 Months, 3 Weeks and 2 Days",4 Months 3 Weeks and 2 Days
"Adventure, Comedy, Drama",None,8.1,90 min,Sullivan's Travels,20946,1941,Sullivan's Travels,Sullivans Travels
"Comedy, Drama, Romance",$2.08M,7.0,99 min,The Wackness,28708,2008,The Wackness,The Wackness
"Biography, Comedy, Drama",$21.85M,7.7,108 min,Il Postino,29603,1994,Il Postino,Il Postino
"Action, Drama",None,7.7,130 min,Madras Cafe,20028,2013,Madras Cafe,Madras Cafe
Drama,$4.02M,8.0,165 min,My Name Is Khan,87163,2010,My Name Is Khan,My Name Is Khan
"Drama, Romance",None,7.5,93 min,Keith,33412,2008,Keith,Keith
"Comedy, Musical, War",None,8.0,68 min,Duck Soup,51010,1933,Duck Soup,Duck Soup
"Crime, Drama, Thriller",$1.22M,7.9,114 min,Nine Queens,44397,2000,Nine Queens,Nine Queens
"Biography, Comedy, Drama",$6.00M,7.5,101 min,American Splendor,44802,2003,American Splendor,American Splendor
Comedy,$24.79M,7.3,91 min,Waking Ned Devine,23240,1998,Waking Ned Devine,Waking Ned Devine
"Comedy, Drama, Romance",$0.01M,8.1,144 min,Dev.D,24923,2009,Dev.D,DevD
"Drama, Musical, Romance",$2.90M,7.5,210 min,Kabhi Khushi Kabhie Gham...,37908,2001,Kabhi Khushi Kabhie Gham...,Kabhi Khushi Kabhie Gham
"Animation, Action, Adventure",$0.15M,7.7,103 min,Vampire Hunter D: Bloodlust,25842,2000,Vampire Hunter D: Bloodlust,Vampire Hunter D Bloodlust
"Comedy, Crime, Drama",$0.37M,7.6,110 min,Mystery Train,21845,1989,Mystery Train,Mystery Train
"Animation, Comedy, Drama",$7.00M,7.8,78 min,The Triplets of Belleville,46616,2003,The Triplets of Belleville,The Triplets of Belleville
"Animation, Action, Drama",None,8.3,90 min,Neon Genesis Evangelion: The End of Evangelion,24264,1997,Neon Genesis Evangelion: The End of Evangelion,Neon Genesis Evangelion The End of Evangelion
"Crime, Drama, War",$5.48M,7.6,98 min,The Counterfeiters,40197,2007,The Counterfeiters,The Counterfeiters
"Comedy, Family, Romance",$0.38M,7.6,90 min,Little Manhattan,20719,2005,Little Manhattan,Little Manhattan
"Drama, War",$21.75M,7.8,124 min,The Caine Mutiny,22008,1954,The Caine Mutiny,The Caine Mutiny
"Comedy, Crime, Mystery",$41.83M,7.1,113 min,The Return of the Pink Panther,22037,1975,The Return of the Pink Panther,The Return of the Pink Panther
"Drama, Film-Noir",$9.46M,8.0,101 min,The Lost Weekend,29333,1945,The Lost Weekend,The Lost Weekend
"Drama, War",None,8.1,84 min,Ivan's Childhood,24606,1962,Ivan's Childhood,Ivans Childhood
"Comedy, Sci-Fi",None,7.1,83 min,Frequently Asked Questions About Time Travel,29583,2009,Frequently Asked Questions About Time Travel,Frequently Asked Questions About Time Travel
"Adventure, Comedy, Drama",None,7.7,116 min,Interstate 60: Episodes of the Road,26551,2002,Interstate 60: Episodes of the Road,Interstate 60 Episodes of the Road
"Drama, War",$0.17M,8.1,113 min,La Grande Illusion,30130,1937,La Grande Illusion,La Grande Illusion
Drama,None,8.2,136 min,Pink,29369,2016,Pink,Pink
"Comedy, Drama, Romance",$1.50M,7.6,90 min,Beautiful Thing,20764,1996,Beautiful Thing,Beautiful Thing
"Comedy, Romance",$1.48M,7.1,106 min,Bienvenue chez les Ch'tis,35334,2008,Bienvenue chez les Ch'tis,Bienvenue chez les Chtis
"Comedy, Crime, Drama",$0.00M,7.8,94 min,Adam's Apples,40542,2005,Adam's Apples,Adams Apples
"Comedy, Crime, Mystery",None,8.1,91 min,The Thin Man,23326,1934,The Thin Man,The Thin Man
"Crime, Drama",$0.52M,7.0,100 min,A Guide to Recognizing Your Saints,23590,2006,A Guide to Recognizing Your Saints,A Guide to Recognizing Your Saints
"Comedy, Drama, Romance",None,8.0,126 min,You Can't Take It with You,20355,1938,You Can't Take It with You,You Cant Take It with You
Comedy,$10.57M,7.4,96 min,Deconstructing Harry,39031,1997,Deconstructing Harry,Deconstructing Harry
"Animation, Biography, Drama",$2.28M,8.0,90 min,Waltz with Bashir,51074,2008,Waltz with Bashir,Waltz with Bashir
"Comedy, Fantasy",$0.70M,7.0,107 min,Les visiteurs,28331,1993,Les visiteurs,Les visiteurs
"Comedy, Crime, Romance",None,7.6,123 min,How to Steal a Million,21207,1966,How to Steal a Million,How to Steal a Million
"Comedy, Drama, Mystery",$1.69M,7.0,106 min,Suicide Kings,24079,1997,Suicide Kings,Suicide Kings
"Comedy, Music",$17.51M,7.3,91 min,A Mighty Wind,23895,2003,A Mighty Wind,A Mighty Wind
Drama,$0.04M,7.2,87 min,The Woodsman,29837,2004,The Woodsman,The Woodsman
"Action, Biography, Crime",$0.55M,7.6,113 min,Mesrine Part 1: Killer Instinct,29395,2008,Mesrine Part 1: Killer Instinct,Mesrine  Killer Instinct
"Action, Crime, Drama",None,8.2,114 min,White Heat,23630,1949,White Heat,White Heat
"Comedy, Drama",$7.50M,7.3,134 min,Barney's Version,22606,2010,Barney's Version,Barneys Version
"Comedy, Drama",$1.43M,8.3,146 min,Queen,52486,2013,Queen,Queen
"Action, Drama, Thriller",None,7.1,139 min,Kaabil,21369,2017,Kaabil,Kaabil
"Comedy, Drama",$8.35M,7.4,112 min,Smoke,30548,1995,Smoke,Smoke
"Comedy, Crime",$13.38M,7.5,98 min,Bullets Over Broadway,32446,1994,Bullets Over Broadway,Bullets Over Broadway
"Drama, Family, Musical",$2.92M,7.9,192 min,Veer-Zaara,43116,2004,Veer-Zaara,VeerZaara
"Crime, Drama",$6.52M,7.5,101 min,Maria Full of Grace,32304,2004,Maria Full of Grace,Maria Full of Grace
"Drama, Romance",$0.40M,7.6,106 min,My Life Without Me,22737,2003,My Life Without Me,My Life Without Me
"Comedy, Drama, Family",$27.28M,7.7,85 min,The Muppet Christmas Carol,40095,1992,The Muppet Christmas Carol,The Muppet Christmas Carol
Comedy,$4.07M,7.7,80 min,Le Dîner de Cons,33329,1998,Le Dîner de Cons,Le Diner de Cons
"Biography, Drama, Sport",$0.45M,7.6,98 min,The Damned United,37014,2009,The Damned United,The Damned United
"Comedy, Drama, Romance",$1.79M,8.0,186 min,Kal Ho Naa Ho,55240,2003,Kal Ho Naa Ho,Kal Ho Naa Ho
"Drama, History, War",$0.77M,7.7,107 min,Bloody Sunday,21574,2002,Bloody Sunday,Bloody Sunday
"Crime, Drama, Mystery",None,8.4,143 min,High and Low,22490,1963,High and Low,High and Low
"Comedy, Drama, Romance",$3.90M,7.3,122 min,L'auberge espagnole,37013,2002,L'auberge espagnole,Lauberge espagnole
"Biography, Drama",$2.98M,7.0,88 min,Miss Potter,25966,2006,Miss Potter,Miss Potter
"Comedy, Crime, Drama",$0.28M,8.3,142 min,Dom za vesanje,21382,1988,Dom za vesanje,Dom za vesanje
"Comedy, Drama",None,8.1,110 min,The Rules of the Game,23390,1939,The Rules of the Game,The Rules of the Game
"Animation, Adventure, Family",None,7.7,102 min,Rupan sansei: Kariosutoro no shiro,20297,1979,Rupan sansei: Kariosutoro no shiro,Rupan sansei Kariosutoro no shiro
"Comedy, Romance",$1.50M,7.0,106 min,Priceless,28450,2006,Priceless,Priceless
"Drama, Film-Noir, Mystery",None,8.0,94 min,In a Lonely Place,21172,1950,In a Lonely Place,In a Lonely Place
"Drama, Mystery",$9.18M,7.1,103 min,Get Low,20516,2009,Get Low,Get Low
Drama,$1.07M,7.5,99 min,What Maisie Knew,24667,2012,What Maisie Knew,What Maisie Knew
"Comedy, Drama, Musical",$3.83M,7.0,160 min,Yeh Jawaani Hai Deewani,32123,2013,Yeh Jawaani Hai Deewani,Yeh Jawaani Hai Deewani
"Comedy, War",None,7.8,85 min,Love and Death,31813,1975,Love and Death,Love and Death
"Action, Crime, Comedy",$0.00M,8.0,87 min,Knockin' on Heaven's Door,23826,1997,Knockin' on Heaven's Door,Knockin on Heavens Door
"Drama, Film-Noir",$3.97M,8.2,111 min,Ace in the Hole,23225,1951,Ace in the Hole,Ace in the Hole
"Animation, Action, Comedy",$0.08M,7.5,114 min,Summer Wars,21310,2009,Summer Wars,Summer Wars
"Crime, Drama, Romance",$0.77M,7.1,97 min,Heaven,21840,2002,Heaven,Heaven
Drama,$0.41M,7.8,120 min,After the Wedding,28688,2006,After the Wedding,After the Wedding
Comedy,None,7.1,82 min,Bananas,30987,1971,Bananas,Bananas
"Comedy, Sci-Fi",None,7.3,89 min,Sleeper,36852,1973,Sleeper,Sleeper
"Drama, War",None,7.8,97 min,Lifeboat,23357,1944,Lifeboat,Lifeboat
"Crime, Drama, Mystery",$3.19M,7.1,89 min,The Limey,26889,1999,The Limey,The Limey
"Comedy, Drama, Musical",None,8.2,181 min,Dilwale Dulhania Le Jayenge,55300,1995,Dilwale Dulhania Le Jayenge,Dilwale Dulhania Le Jayenge
"Thriller, War",None,7.2,109 min,Saboteur,20257,1942,Saboteur,Saboteur
"Comedy, Drama, Musical",$2.10M,7.7,177 min,Something Something Happens,41159,1998,Something Something Happens,Something Something Happens
"Crime, Drama, Romance",$0.24M,8.1,88 min,3-Iron,43680,2004,3-Iron,3Iron
"Drama, Music, Musical",$0.99M,7.7,159 min,Rockstar,32851,2011,Rockstar,Rockstar
Drama,$0.11M,7.6,102 min,Boy A,35261,2007,Boy A,Boy A
"Crime, Thriller",$0.06M,8.2,118 min,Rififi,21889,1955,Rififi,Rififi
Drama,$0.16M,7.2,119 min,A Love Song for Bobby Long,23591,2004,A Love Song for Bobby Long,A Love Song for Bobby Long
Comedy,$11.80M,7.8,79 min,Zelig,36116,1983,Zelig,Zelig
"Animation, Action, Comedy",$2.55M,7.2,85 min,Dragon Ball Z: Doragon bôru Z - Kami to Kami,22616,2013,Dragon Ball Z: Doragon bôru Z - Kami to Kami,Dragon Ball Z Doragon boru Z  Kami to Kami
"Comedy, Drama, Music",$2.07M,7.2,167 min,Rab Ne Bana Di Jodi,38640,2008,Rab Ne Bana Di Jodi,Rab Ne Bana Di Jodi
"Drama, History, Music",$1.05M,7.8,116 min,Joyeux Noel,24671,2005,Joyeux Noel,Joyeux Noel
"Comedy, Drama, Romance",$0.20M,8.1,99 min,The Shop Around the Corner,23295,1940,The Shop Around the Corner,The Shop Around the Corner
"Action, Comedy, Crime",$1.53M,7.6,103 min,Delhi Belly,23293,2011,Delhi Belly,Delhi Belly
Drama,$0.15M,7.0,110 min,Welcome to the Rileys,21708,2010,Welcome to the Rileys,Welcome to the Rileys
"Animation, Drama, Sci-Fi",$1.04M,7.6,100 min,Ghost in the Shell 2: Innocence,32628,2004,Ghost in the Shell 2: Innocence,Ghost in the Shell 2 Innocence
"Comedy, Crime",$0.38M,7.1,93 min,Swimming with Sharks,20585,1994,Swimming with Sharks,Swimming with Sharks
Comedy,$14.79M,7.6,88 min,Radio Days,27858,1987,Radio Days,Radio Days
Drama,$1.38M,7.4,87 min,The Kid with a Bike,23980,2011,The Kid with a Bike,The Kid with a Bike
Drama,$0.74M,7.8,122 min,The Edge of Heaven,28329,2007,The Edge of Heaven,The Edge of Heaven
"Action, Crime, Drama",$11.91M,7.1,111 min,The Protector,32727,2005,The Protector,The Protector
"Comedy, Music, Musical",None,8.0,96 min,A Night at the Opera,27802,1935,A Night at the Opera,A Night at the Opera
"Animation, Action, Adventure",None,7.9,94 min,Ninja Scroll,30331,1993,Ninja Scroll,Ninja Scroll
"Drama, Family, Sport",$1.11M,8.2,153 min,Chak de! India,63326,2007,Chak de! India,Chak de India
"Crime, Drama",$3.75M,7.7,125 min,Vera Drake,21907,2004,Vera Drake,Vera Drake
"Comedy, Drama, Romance",$0.41M,7.9,138 min,Jab We Met,40021,2007,Jab We Met,Jab We Met
"Comedy, Romance",None,7.7,85 min,"Play It Again, Sam",22302,1972,"Play It Again, Sam",Play It Again Sam
"Comedy, Drama, Romance",$13.88M,7.4,114 min,Monsoon Wedding,21615,2001,Monsoon Wedding,Monsoon Wedding
Drama,$0.34M,7.1,108 min,The United States of Leland,21529,2003,The United States of Leland,The United States of Leland
"Comedy, Drama, Music",$4.20M,7.3,95 min,Sweet and Lowdown,29997,1999,Sweet and Lowdown,Sweet and Lowdown
"Comedy, Mystery",$11.29M,7.4,104 min,Manhattan Murder Mystery,32701,1993,Manhattan Murder Mystery,Manhattan Murder Mystery
"Comedy, Drama",$0.21M,7.1,154 min,Les petits mouchoirs,21058,2010,Les petits mouchoirs,Les petits mouchoirs
Drama,$1.22M,8.3,189 min,Swades,71398,2004,Swades,Swades
"Animation, Drama",$2.23M,7.5,80 min,L'illusionniste,31070,2010,L'illusionniste,Lillusionniste
"Comedy, Drama",$3.21M,7.3,129 min,Another Year,25704,2010,Another Year,Another Year
"Crime, Drama",$2.91M,7.3,94 min,Tsotsi,26390,2005,Tsotsi,Tsotsi
"Action, Crime, Thriller",$3.68M,7.1,148 min,Don 2,44891,2011,Don 2,Don 2
"Comedy, Crime, Drama",$0.47M,7.2,97 min,JCVD,35641,2008,JCVD,JCVD
"Comedy, Drama, Romance",$10.56M,7.6,108 min,Husbands and Wives,24284,1992,Husbands and Wives,Husbands and Wives
"Drama, Thriller",None,7.8,106 min,Kokuhaku,30974,2010,Kokuhaku,Kokuhaku
Drama,$5.60M,8.0,113 min,Central Station,31659,1998,Central Station,Central Station
"Biography, Drama, Sport",$1.63M,8.2,186 min,Bhaag Milkha Bhaag,51991,2013,Bhaag Milkha Bhaag,Bhaag Milkha Bhaag
"Comedy, Drama",$0.27M,7.3,99 min,Soul Kitchen,32967,2009,Soul Kitchen,Soul Kitchen
"Comedy, Drama",$3.89M,7.3,91 min,Me and You and Everyone We Know,33089,2005,Me and You and Everyone We Know,Me and You and Everyone We Know
"Comedy, Drama, Romance",$0.30M,8.2,183 min,Dil Chahta Hai,58552,2001,Dil Chahta Hai,Dil Chahta Hai
"Biography, Crime, Drama",$0.68M,7.6,120 min,Sophie Scholl: The Final Days,24432,2005,Sophie Scholl: The Final Days,Sophie Scholl The Final Days
"Comedy, Drama, Fantasy",$0.92M,8.2,125 min,OMG,40868,2012,OMG,OMG
"Drama, Music, Musical",None,7.0,132 min,Aashiqui 2,23727,2013,Aashiqui 2,Aashiqui 2
"Drama, War",$1.06M,8.0,98 min,No Man's Land,41095,2001,No Man's Land,No Mans Land
"Drama, Romance",None,7.7,163 min,Dil Se..,23578,1998,Dil Se..,Dil Se
"Comedy, Crime",None,7.3,85 min,Take the Money and Run,25415,1969,Take the Money and Run,Take the Money and Run
"Comedy, Crime",None,8.1,106 min,Kind Hearts and Coronets,30993,1949,Kind Hearts and Coronets,Kind Hearts and Coronets
"Comedy, Crime, Drama",$0.24M,7.7,105 min,Kontroll,22228,2003,Kontroll,Kontroll
"Action, Drama, Thriller",$1.36M,7.2,142 min,Fan,37185,2016,Fan,Fan
"Biography, Drama, Sport",$1.78M,7.7,184 min,M.S. Dhoni: The Untold Story,26479,2016,M.S. Dhoni: The Untold Story,MS Dhoni The Untold Story
Drama,$0.73M,8.2,122 min,Black,29820,2005,Black,Black
"Action, Sci-Fi",$4.37M,7.1,174 min,Enthiran,21580,2010,Enthiran,Enthiran
"Comedy, Romance",None,8.1,72 min,The Circus,21962,1928,The Circus,The Circus
"Crime, Drama, Romance",$2.10M,7.2,168 min,Destroyed in Love,27619,2006,Destroyed in Love,Destroyed in Love
Comedy,None,7.6,88 min,And Now for Something Completely Different,26626,1971,And Now for Something Completely Different,And Now for Something Completely Different
Drama,$0.01M,8.2,134 min,Udaan,37472,2010,Udaan,Udaan
"Crime, Drama, Thriller",$0.45M,7.2,114 min,Brother,20193,2000,Brother,Brother
"Drama, Romance",$1.34M,7.8,105 min,Dear Frankie,20058,2004,Dear Frankie,Dear Frankie
"Biography, Crime, Drama",$0.70M,7.0,95 min,The Assassination of Richard Nixon,24376,2004,The Assassination of Richard Nixon,The Assassination of Richard Nixon
"Comedy, Crime, Drama",$3.43M,7.7,99 min,The Barbarian Invasions,26531,2003,The Barbarian Invasions,The Barbarian Invasions
"Action, Drama, History",$3.44M,7.6,213 min,Jodhaa Akbar,25427,2008,Jodhaa Akbar,Jodhaa Akbar
"Musical, Drama, Romance",None,7.1,216 min,Love Stories,23696,2000,Love Stories,Love Stories
"Adventure, Comedy, Sci-Fi",None,8.0,127 min,G.O.R.A.,46708,2004,G.O.R.A.,GORA
"Action, Crime, Thriller",$0.80M,7.2,171 min,Don,30596,2006,Don,Don
"Action, Comedy, Drama",$1.72M,7.0,179 min,"Trust Me, I'm Here",28004,2004,"Trust Me, I'm Here",Trust Me Im Here
"Comedy, Drama, Musical",None,8.2,156 min,Munna Bhai M.B.B.S.,61085,2003,Munna Bhai M.B.B.S.,Munna Bhai MBBS
"Crime, Drama, Mystery",None,7.5,140 min,Av Mevsimi,25446,2010,Av Mevsimi,Av Mevsimi
"Comedy, Drama",None,7.6,123 min,Piku,23026,2015,Piku,Piku
"Action, Adventure, Comedy",None,8.2,162 min,Sholay,44496,1975,Sholay,Sholay
"Action, Drama, War",$1.11M,8.1,140 min,Tae Guk Gi: The Brotherhood of War,34958,2004,Tae Guk Gi: The Brotherhood of War,Tae Guk Gi The Brotherhood of War
Comedy,$10.60M,7.5,84 min,Broadway Danny Rose,21151,1984,Broadway Danny Rose,Broadway Danny Rose
"Drama, Romance",$0.18M,7.5,127 min,The Edukators,29113,2004,The Edukators,The Edukators
"Comedy, Family, Romance",None,8.2,160 min,Andaz Apna Apna,43760,1994,Andaz Apna Apna,Andaz Apna Apna
